directory,filename,status,benevolent_aligned,benevolent_ambiguous,benevolent_misaligned,ambiguous_aligned,ambiguous_ambiguous,ambiguous_misaligned,malevolent_aligned,malevolent_ambiguous,malevolent_misaligned
1 Claude 500 2of4,sweet-enough.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,take-me-home-country-roads.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,tales-from-green-river.md,Backfire,0,0,0,0,0,0,0,0,4
1 Claude 500 2of4,tales-from-the-haven.md,Success,5,0,0,1,0,0,0,0,0
1 Claude 500 2of4,terminal-speed.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,terminal-station.md,Success,9,0,0,0,0,0,0,0,0
1 Claude 500 2of4,thatll-do-pig.md,Success,4,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-african-queens-shadow.md,Backfire,0,0,0,3,0,0,2,0,0
1 Claude 500 2of4,the-alchemy-of-desire.md,Success,2,0,2,0,0,0,0,0,0
1 Claude 500 2of4,the-american-presidents-gambit.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-american-rabbit-chronicles.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-amityville-clock.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-amsterdam-deception.md,Success,4,0,2,0,0,0,0,0,0
1 Claude 500 2of4,the-andaman-pearl-conspiracy.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-beast-between-sisters.md,Backfire,2,1,1,0,0,1,0,0,2
1 Claude 500 2of4,the-bell-towers-shadow.md,Failure,0,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-best-two-years.md,Success,9,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-bicentennial-heart.md,Success,9,0,0,0,0,0,0,0,1
1 Claude 500 2of4,the-blacksmiths-redemption.md,Success,2,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-blair-thumb-found-footage.md,Success,4,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-blooming-tree-of-memory.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-bodhidharma-protocol.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-book-of-eleven-eleven.md,Partial,6,0,0,1,0,0,0,0,0
1 Claude 500 2of4,the-burned-eye-returns.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-butterflys-last-dance.md,Failure,0,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-cairn-at-worlds-end.md,Success,4,0,0,1,0,0,0,0,0
1 Claude 500 2of4,the-cairo-inheritance.md,Failure,0,0,0,0,0,0,0,0,5
1 Claude 500 2of4,the-cancellation-protocol.md,Success,5,0,0,1,1,0,0,0,1
1 Claude 500 2of4,the-canine-protocol.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-canterville-redemption.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-chalk-of-undoing.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-charles-resonance.md,Failure,3,0,0,0,1,0,0,0,1
1 Claude 500 2of4,the-cheeseburger-confession.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-children-who-never-left.md,Success,6,0,0,1,0,0,0,0,0
1 Claude 500 2of4,the-choice-that-matters.md,Success,6,0,0,0,1,0,0,0,3
1 Claude 500 2of4,the-chowder-society.md,Success,10,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-christmas-bridge-between-worlds.md,Success,4,0,0,0,1,0,0,0,2
1 Claude 500 2of4,the-christmas-calculations.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-clockmakers-backward-time.md,Failure,0,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-clockwork-heart-of-paris.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-colors-of-montmartre.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-colour-of-empires-end.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-comedians-of-port-au-prince.md,Success,5,0,0,1,0,2,0,0,0
1 Claude 500 2of4,the-cosmic-storm-imperative.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-count-of-monte-cristo.md,Success,5,0,1,1,0,0,1,0,0
1 Claude 500 2of4,the-court-of-dreams.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-crimson-permanent-revolution.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-crimson-thrones-shadow.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-crown-jewels-conspiracy.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-crown-of-far-far-away.md,Partial,2,0,0,0,0,0,0,0,2
1 Claude 500 2of4,the-crown-of-freedom.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-crown-of-gaul.md,Failure,0,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-crystal-skulls-of-akator.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-curvature-of-memory.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-cyclops-treasure.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-czars-crown-and-commerce.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-daggers-of-megiddo.md,Failure,4,0,0,2,0,0,0,0,1
1 Claude 500 2of4,the-damned-children.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-daughters-of-two-mothers.md,Success,6,1,1,0,0,0,0,0,0
1 Claude 500 2of4,the-den-of-silence.md,Success,9,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-deputys-hand.md,Backfire,0,0,0,0,1,0,0,0,8
1 Claude 500 2of4,the-devils-due-at-ninety-nine.md,Backfire,3,0,0,0,0,1,0,0,4
1 Claude 500 2of4,the-devils-hand-in-lordsburg.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-diamond-conspirators.md,Failure,2,0,0,2,0,0,1,0,0
1 Claude 500 2of4,the-diamond-gambit.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-diner-girls-redemption.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-dirty-carnival.md,Backfire,1,0,0,1,0,2,0,0,3
1 Claude 500 2of4,the-dirty-dozens-last-gambit.md,Failure,0,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-dracula-deception.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-dragons-badge.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-dream-thiefs-prism.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-dude-abides-in-hollywood.md,Success,10,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-dust-cloud-gambit.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-eighty-day-gambit.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-electric-heart-of-karlstaad.md,Backfire,2,0,0,0,0,2,0,0,1
1 Claude 500 2of4,the-elements-of-kashmir.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-emerald-city-conspiracy.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-experiment-beneath.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-family-business.md,Success,5,1,0,0,0,0,0,0,0
1 Claude 500 2of4,the-family-masquerade.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-fighters-path.md,Failure,0,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-final-curtain.md,Failure,1,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-fist-of-truth.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-five-keys-of-amarvedu.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-forest-of-resurrection.md,Success,3,0,0,0,1,0,0,0,1
1 Claude 500 2of4,the-forests-heart.md,Success,5,0,0,1,0,0,0,0,0
1 Claude 500 2of4,the-forgotten-regiment.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-forty-thieves-of-tomorrow.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-foundation-of-dreams.md,Failure,1,0,0,2,1,1,0,0,0
1 Claude 500 2of4,the-fountain-of-second-chances.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-frontiers-digital-heart.md,Success,10,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-gaslight-hacienda.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-gift-of-choice.md,Success,10,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-glass-between-us.md,Partial,9,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-glass-slippers-song.md,Success,9,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-gobi-station.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-goddesss-grace.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-gold-in-the-water.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-golden-fleece-conspiracy.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-golden-hour.md,Success,8,0,0,0,0,0,0,0,2
1 Claude 500 2of4,the-gossamer-archives.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-great-unknowns-gambit.md,Success,7,0,0,0,0,0,0,0,3
1 Claude 500 2of4,the-greenskeepers-war.md,Backfire,1,1,1,0,0,5,0,0,0
1 Claude 500 2of4,the-guardians-shadow.md,Success,7,0,0,0,0,0,0,0,1
1 Claude 500 2of4,the-halloween-equation.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-hand-of-kastria.md,Success,5,0,0,0,0,0,0,0,2
1 Claude 500 2of4,the-harolds-club-job.md,Backfire,2,0,0,1,0,4,0,0,0
1 Claude 500 2of4,the-hlynur-birds-flight.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-honest-mans-gambit.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-honor-of-small-men.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-house-that-screamed-back.md,Success,11,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-hydrogen-conspiracy.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-ice-remembers-everything.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-imaginariums-last-wager.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-invisible-thread-of-memory.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-ivory-towers-shadow.md,Partial,2,0,0,4,0,0,0,0,0
1 Claude 500 2of4,the-jesters-crown.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-journey-between-us.md,Success,9,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-kiruru-frequency.md,Success,5,0,0,0,0,0,0,0,1
1 Claude 500 2of4,the-klowns-of-crescent-cove.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-knights-of-tomorrows-table.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-krusty-krab-chronicles.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-lamps-last-gambit.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-last-call-from-taiwan.md,Backfire,1,0,0,0,0,1,0,0,3
1 Claude 500 2of4,the-last-car-home.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-last-castle-of-monsters.md,Success,10,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-last-cell-block.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-last-dance-of-honor.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-last-diwans-daughter.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-last-flowers-of-new-york.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-last-inning-at-millbrook.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-last-island-of-green-gold.md,Success,6,0,0,1,0,0,0,0,0
1 Claude 500 2of4,the-last-laugh.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-last-laugh-returns.md,Partial,5,0,0,0,0,0,0,0,3
1 Claude 500 2of4,the-last-light-before-dawn.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-last-mothers-shadow.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-last-parade-at-bunker-hill.md,Success,4,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-last-reel.md,Backfire,4,0,0,0,1,1,0,0,3
1 Claude 500 2of4,the-last-scream-convention.md,Failure,0,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-last-shore-of-port-gamble.md,Failure,0,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-last-stand-of-lei-kung.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-last-stand-protocol.md,Success,5,0,0,0,0,0,0,0,2
1 Claude 500 2of4,the-last-tell.md,Success,5,0,0,1,0,0,0,0,0
1 Claude 500 2of4,the-last-train-to-christmas.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-last-unicorns-quest.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-last-waltz-of-weimar.md,Success,10,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-laughing-place-stories.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-lego-archaeologists-final-quest.md,Success,9,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-light-of-learning.md,Failure,8,1,0,1,0,1,0,0,4
1 Claude 500 2of4,the-light-that-burns-above.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-list.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-long-road-to-lyle.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-long-way-home.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-machine-in-the-valley.md,Backfire,2,0,0,0,0,1,1,0,0
1 Claude 500 2of4,the-magicians-twin.md,Success,9,0,0,1,0,0,0,0,0
1 Claude 500 2of4,the-map-home.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-mark-in-the-marshes.md,Failure,0,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-mary-banner-files.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-mask-of-aqua-verde.md,Failure,0,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-mask-of-california.md,Failure,0,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-matchmakers-eye.md,Success,9,1,0,0,0,0,0,0,0
1 Claude 500 2of4,the-mirrors-edge.md,Success,10,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-mole-in-the-garden.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-monster-squad-chronicles.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-mountains-silent-testament.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-music-in-magic-wood.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-myth-we-made.md,Success,4,0,0,2,0,0,0,0,0
1 Claude 500 2of4,the-málaga-arrangement.md,Partial,2,1,0,6,0,0,0,0,0
1 Claude 500 2of4,the-nagas-gift.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-nameless-guardians-legacy.md,Success,7,0,0,1,0,0,0,0,0
1 Claude 500 2of4,the-nellie-thursday-gambit.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-night-shift-conspiracy.md,Success,4,0,0,1,0,0,0,0,0
1 Claude 500 2of4,the-nilbog-summer.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-order-of-the-palm.md,Success,6,0,2,0,0,0,0,0,0
1 Claude 500 2of4,the-painters-march-to-st-francis.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-palace-of-broken-rhythms.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-palisade-reckoning.md,Success,3,0,2,0,0,0,0,0,0
1 Claude 500 2of4,the-pandas-path.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-path-of-gentle-thunder.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-patron-saint-of-mediocrity.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-pearl-necklace-shatters.md,Success,5,1,0,0,0,0,0,0,0
1 Claude 500 2of4,the-pendants-light.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-pendulums-truth.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-pentagon-papers.md,Success,4,0,0,0,0,1,0,0,3
1 Claude 500 2of4,the-perfect-con.md,Partial,1,0,0,3,0,0,1,0,0
1 Claude 500 2of4,the-perfect-home-paradigm.md,Failure,2,1,1,2,0,0,0,0,1
1 Claude 500 2of4,the-perfect-score.md,Success,10,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-perfect-tenant.md,Success,9,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-petrified-garden.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-phantoms-final-aria.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-phoenix-memorandum.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-popes-last-performance.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-portrait-in-time.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-postcard-runs-cold.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-prague-deception.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-price-of-everything.md,Partial,3,0,0,5,0,0,0,0,0
1 Claude 500 2of4,the-prince-in-the-well.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-promicin-convergence.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-promise-keepers-path.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-prune-and-the-pendant.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-puppet-masters-last-secret.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-queens-faithful-heart.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-queens-gambit-undercover.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-quill-and-the-flame.md,Backfire,3,0,0,0,1,0,0,0,2
1 Claude 500 2of4,the-radiance-of-hidden-truths.md,Success,10,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-rain-between-two-hearts.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-rain-makers-reckoning.md,Success,10,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-rain-will-wash-everything-away.md,Backfire,0,0,0,0,1,0,0,0,4
1 Claude 500 2of4,the-rajpur-magnetism.md,Success,6,0,0,1,0,0,0,0,0
1 Claude 500 2of4,the-recipe-of-kashmirpur.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-red-earth-remembers.md,Success,5,0,0,1,0,0,0,0,0
1 Claude 500 2of4,the-red-river-brand.md,Failure,0,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-red-road.md,Backfire,2,0,0,0,1,0,0,0,3
1 Claude 500 2of4,the-red-scrunchie-conspiracy.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-riddle-of-broken-light.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-riviera-gambit.md,Partial,1,1,0,1,0,1,0,0,0
1 Claude 500 2of4,the-road-to-nowhere.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-roads-we-take.md,Success,6,0,0,1,0,0,0,0,0
1 Claude 500 2of4,the-scattered-pieces-of-love.md,Failure,0,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-scorpions-shadow.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-seekers-journey.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-seoul-sanctuary.md,Partial,3,0,3,0,0,0,0,0,0
1 Claude 500 2of4,the-shadow-of-manderley.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-shape-returns-home.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-sharkslayers-truth.md,Success,4,0,0,1,0,0,0,0,0
1 Claude 500 2of4,the-sheba-convergence.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-shimmer-of-memory.md,Success,6,0,0,2,0,0,0,0,0
1 Claude 500 2of4,the-signet-of-caesar.md,Partial,3,1,0,3,0,0,0,0,0
1 Claude 500 2of4,the-silent-keys.md,Success,9,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-silver-slippers-tour.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-simand-extraction.md,Success,5,0,0,1,0,0,0,0,0
1 Claude 500 2of4,the-snakes-venom.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-sound-of-her-heels.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-space-between-us.md,Failure,0,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-spectral-scoop.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-spike-between-worlds.md,Backfire,2,0,0,0,0,0,0,0,5
1 Claude 500 2of4,the-station-where-love-waits.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-steam-ball-paradox.md,Failure,2,0,0,0,0,0,0,0,2
1 Claude 500 2of4,the-stone-of-dreams.md,Failure,0,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-stone-rose-awakens.md,Success,4,0,0,1,0,0,0,0,0
1 Claude 500 2of4,the-subshuttle-chronicles.md,Success,6,0,0,0,2,0,0,0,0
1 Claude 500 2of4,the-sugarplum-revolution.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-sultans-last-gambit.md,Backfire,1,0,0,0,0,0,0,0,5
1 Claude 500 2of4,the-sunflower-house.md,Success,9,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-suns-quiet-pull.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-switchblade-gambit.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-sørlandet-gold.md,Partial,2,0,0,6,0,0,0,0,0
1 Claude 500 2of4,the-tana-leaves-protocol.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-tawt-i-taw-gambit.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-telepathic-gambit.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-terrors-last-song.md,Success,6,0,0,0,0,0,0,0,2
1 Claude 500 2of4,the-tetsuo-selection.md,Success,5,0,0,0,0,0,0,0,2
1 Claude 500 2of4,the-thermos-in-the-ground.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-third-kind-of-courage.md,Success,4,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-thread-that-binds-us.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-three-hundreds-tale.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-time-capsule-hunt.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-tipton-convergence.md,Success,3,1,0,0,0,0,0,0,2
1 Claude 500 2of4,the-totenkopf-transmissions.md,Success,4,0,0,0,0,1,0,0,1
1 Claude 500 2of4,the-tracheotomy-letter.md,Partial,2,2,2,0,0,0,0,0,0
1 Claude 500 2of4,the-treatment-we-deserve.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-trust-protocol.md,Success,9,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-tudor-crowns-weight.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-unborn-teacher.md,Success,3,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-unlicensed-detectives-guide-to-everything.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-unlikely-cids.md,Success,11,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-upside-down-ticket.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-valentines-dance-algorithm.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-valley-of-broken-orders.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-victory-man-deception.md,Success,6,0,0,1,0,0,0,0,0
1 Claude 500 2of4,the-village-that-builds-tomorrow.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-violet-dwarf-conspiracy.md,Success,5,0,0,0,0,0,0,0,1
1 Claude 500 2of4,the-vision-keepers-wall.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-voice-between-us.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-voice-of-truth.md,Success,6,1,0,0,0,0,0,0,0
1 Claude 500 2of4,the-wages-of-survival.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-wardens-testament.md,Partial,3,0,0,4,0,1,0,0,0
1 Claude 500 2of4,the-warlocks-shadow-across-time.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-watchers-below.md,Success,6,0,0,0,0,1,0,0,1
1 Claude 500 2of4,the-wax-beneath-the-sugar-mill.md,Success,7,0,1,0,0,0,0,0,0
1 Claude 500 2of4,the-way-of-the-future.md,Success,12,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-weekend-that-never-ends.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-weight-of-broken-children.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-weight-of-gold.md,Success,9,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-weight-of-hashish-dreams.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-weight-of-justice.md,Success,6,0,0,1,0,0,0,0,0
1 Claude 500 2of4,the-weight-of-memory.md,Success,4,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-weight-of-morning-light.md,Failure,4,0,0,3,0,0,0,0,0
1 Claude 500 2of4,the-weight-of-roman-stars.md,Success,10,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-weight-of-saints.md,Success,5,0,0,1,0,1,0,0,0
1 Claude 500 2of4,the-weight-of-small-mercies.md,Partial,6,0,0,2,0,0,1,0,0
1 Claude 500 2of4,the-weight-of-steel-and-sky.md,Failure,0,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-weight-of-truth.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-weight-of-water.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-wells-echo.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-were-rabbit-of-tottington-hall.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 500 2of4,the-world-is-yours.md,Failure,0,0,0,0,0,0,0,0,0
